split_name,arm_id,variant_id,bundle_width,rows,mean_member_top1_recall,mean_member_topk_recall,mean_full_member_enumeration_recall,mean_precision,mean_false_positive_rate,mean_auc_equivalent,accepted_coverage,conditional_risk,silent_wrong_acceptance_rate,mean_cleanup_margin,mean_physical_bits_total,mean_encoding_latency_sec,mean_cold_decode_latency_sec,mean_warm_decode_latency_sec,mean_token_entropy,mean_exact_block_fraction,mean_nearest_prototype_distortion,mean_effective_codebook_utilization,histogram_preserved_all
FINAL_DEVELOPMENT_EVALUATION,B_TERNARY_TIE_AWARE,sign_plus_tie_mask,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,191.5,2075.0,0.01643021054633209,0.00018388437592875562,0.0001283328133467876,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,B_TERNARY_TIE_AWARE,sign_plus_tie_mask,15,256,1.0,0.9997395833333333,0.99609375,0.9997395833333333,1.620850622406639e-05,0.9999989194329828,1.0,0.00390625,0.00390625,71.046875,2075.0,0.016284376955354674,0.00010465742207088624,8.016836454771692e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,B_TERNARY_TIE_AWARE,sign_plus_tie_mask,31,256,1.0,0.9810987903225806,0.484375,0.9810987903225806,0.0038641895761741124,0.9995610349421042,0.87109375,0.47085201793721976,0.41015625,10.4921875,2075.0,0.01697498750172599,0.00013701796933673904,7.997382681423915e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,C_SCALAR_RESIDUE_EQUAL_RATE,scalar_zlib_4level,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,254.80859375,2869.40625,0.01643021054633209,0.00015999726883819676,0.0001496679719821259,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,C_SCALAR_RESIDUE_EQUAL_RATE,scalar_zlib_4level,15,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,119.30859375,2883.28125,0.016284376955354674,0.00010464022943779128,6.811289040342672e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,C_SCALAR_RESIDUE_EQUAL_RATE,scalar_zlib_4level,31,256,1.0,0.9969758064516129,0.90625,0.9969758064516129,0.0006228522336769759,0.999968909969482,0.99609375,0.09019607843137255,0.08984375,30.7578125,2915.03125,0.01697498750172599,0.00012501171931944555,7.487030643460457e-05,0.0,0.0,0.0,0.0,True
FINAL_DEVELOPMENT_EVALUATION,D_BLOCK_CODEBOOK_C4,C4,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,114.51171875,1307.0,0.01643021054633209,0.0001243664055436966,0.0001414175758327474,1.8186462216181902,0.021697998046875,3.7918701171875,1.0,True
FINAL_DEVELOPMENT_EVALUATION,D_BLOCK_CODEBOOK_C4,C4,15,256,1.0,1.0,1.0,1.0,0.0,0.9999994597165482,0.99609375,0.0,0.0,42.78515625,1307.0,0.016284376955354674,8.500781268594437e-05,7.196991782620898e-05,1.4810713503183788,0.002593994140625,4.846435546875,1.0,True
FINAL_DEVELOPMENT_EVALUATION,D_BLOCK_CODEBOOK_C4,C4,31,256,1.0,0.9837449596774194,0.5546875,0.9837449596774194,0.0033163301832760594,0.9996369570189074,0.9375,0.4166666666666667,0.390625,7.03515625,1307.0,0.01697498750172599,0.00012637382724278723,8.421054781138082e-05,1.7886020459366874,0.017791748046875,4.094451904296875,1.0,True
FINAL_DEVELOPMENT_EVALUATION,E_BLOCK_CODEBOOK_C16,C16,7,256,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,134.94140625,1563.0,0.01643021054633209,0.00025446640256632236,7.0827346007718e-05,3.387268716584302,0.0645751953125,2.94482421875,0.914794921875,True
