schema_version,method_id,budget_contract,trace_dimensions,corruption_cell,trials,trace_spike_recall_at_1,trace_spike_recall_at_8,trace_spike_recall_at_32,trace_spike_candidate_count_mean,trace_spike_candidate_count_p50,trace_spike_candidate_count_p95,exact_trace_selection_rate,conditional_risk_among_accepted,accepted_coverage,decoder_families_attempted_mean,decoder_invocations_mean,factor_or_replay_candidates_evaluated_mean,verified_reconstruction_rate,wrong_decoder_invocations_mean,time_to_verified_reconstruction_p50,ambiguity_detection_rate,silent_wrong_trace_rate,abstention_rate,expansion_rate
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,6.7109375,4.0,16.0,0.671875,0.0,0.671875,6,16304,16304,0.671875,0,0.0,0.03125,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,5.703125,4.0,14.649999999999991,0.6640625,0.0,0.6640625,6,16304,16304,0.6640625,0,0.0,0.046875,0,0.03125,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,7.0390625,6.0,17.64999999999999,0.6796875,0.0,0.6796875,6,16304,16304,0.6796875,0,0.0,0.03125,0,0,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,7.015625,5.0,16.0,0.6484375,0.0,0.6484375,6,16304,16304,0.6484375,0,0.0,0.078125,0,0,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,6.109375,4.0,14.649999999999991,0.640625,0.0,0.640625,6,16304,16304,0.640625,0,0.0,0.0625,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,6.3359375,5.0,15.0,0.625,0.0,0.625,6,16304,16304,0.625,0,0.0,0.0625,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,6.265625,4.0,14.649999999999991,0.640625,0.0,0.640625,6,16304,16304,0.640625,0,0.0,0.046875,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,5.828125,4.0,15.0,0.609375,0.0,0.609375,6,16304,16304,0.609375,0,0.0,0.078125,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,5.765625,5.0,14.0,0.671875,0.0,0.671875,6,16304,16304,0.671875,0,0.0,0.015625,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,6.2265625,5.5,14.0,0.6953125,0.0,0.6953125,6,16304,16304,0.6953125,0,0.0,0.015625,0,0.125,0.0390625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,6.578125,6.0,15.649999999999991,0.6484375,0.0,0.6484375,6,16304,16304,0.6484375,0,0.0,0.046875,0,0.03125,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,6.96875,6.0,14.649999999999991,0.6640625,0.0,0.6640625,6,16304,16304,0.6640625,0,0.0,0.03125,0,0.125,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,6.7890625,6.0,15.0,0.65625,0.0,0.65625,6,16304,16304,0.65625,0,0.0,0.046875,0,0.03125,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,6.7734375,5.0,16.0,0.65625,0.0,0.65625,6,16304,16304,0.65625,0,0.0,0.046875,0,0.125,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,6.8125,6.0,15.649999999999991,0.65625,0.0,0.65625,6,16304,16304,0.65625,0,0.0,0.03125,0,0.03125,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,6.546875,5.0,14.649999999999991,0.703125,0.0,0.703125,6,16304,16304,0.703125,0,0.0,0.015625,0,0.125,0.03125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,128,0.75,0.75,0.75,6.6484375,5.0,15.0,0.65625,0.0,0.65625,6,16304,16304,0.65625,0,0.0,0.046875,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,6.5546875,5.0,14.0,0.65625,0.0,0.65625,6,16304,16304,0.65625,0,0.0,0.03125,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,6.2265625,4.0,16.64999999999999,0.609375,0.0,0.609375,6,16304,16304,0.609375,0,0.0,0.078125,0,0,0.0625
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,5.453125,4.0,14.0,0.578125,0.0,0.578125,6,16304,16304,0.578125,0,0.0,0.09375,0,0,0.078125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,6.0546875,5.0,13.649999999999991,0.6171875,0.0,0.6171875,6,16304,16304,0.6171875,0,0.0,0.078125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,5.7890625,4.0,14.0,0.6640625,0.0,0.6640625,6,16304,16304,0.6640625,0,0.0,0.03125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,6.1171875,5.0,12.649999999999991,0.671875,0.0,0.671875,6,16304,16304,0.671875,0,0.0,0.03125,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,128,0.75,0.75,0.75,6.4140625,5.0,15.0,0.6328125,0.0,0.6328125,6,16304,16304,0.6328125,0,0.0,0.046875,0,0.0625,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,6.328125,5.0,15.0,0.6640625,0.0,0.6640625,6,16304,16304,0.6640625,0,0.0,0.03125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,6.5859375,5.0,16.0,0.6484375,0.0,0.6484375,6,16304,16304,0.6484375,0,0.0,0.046875,0,0.0625,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,6.671875,5.0,14.649999999999991,0.6484375,0.0,0.6484375,6,16304,16304,0.6484375,0,0.0,0.03125,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,7.046875,5.5,15.0,0.7109375,0.0,0.7109375,6,16304,16304,0.7109375,0,0.0,0.015625,0,0.0625,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,6.984375,6.0,15.0,0.6484375,0.0,0.6484375,6,16304,16304,0.6484375,0,0.0,0.078125,0,0,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,6.984375,5.0,16.64999999999999,0.6484375,0.0,0.6484375,6,16304,16304,0.6484375,0,0.0,0.046875,0,0.0625,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,128,0.75,0.75,0.75,6.8515625,6.0,16.0,0.7109375,0.0,0.7109375,6,16304,16304,0.7109375,0,0.0,0.015625,0,0,0.0234375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,128,0.75,0.75,0.75,6.046875,4.0,15.649999999999991,0.6640625,0.0,0.6640625,6,16304,16304,0.6640625,0,0.0,0.03125,0,0,0.0546875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,128,0.75,0.75,0.75,6.0859375,4.0,15.649999999999991,0.6171875,0.0,0.6171875,6,16304,16304,0.6171875,0,0.0,0.0625,0,0,0.0703125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,128,0.75,0.75,0.75,5.953125,4.0,14.649999999999991,0.671875,0.0,0.671875,6,16304,16304,0.671875,0,0.0,0.046875,0,0,0.03125
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,128,0.75,0.75,0.75,5.296875,4.0,15.0,0.59375,0.0,0.59375,6,16304,16304,0.59375,0,0.0,0.0625,0,0,0.09375
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,128,0.75,0.75,0.75,5.7890625,4.0,16.0,0.65625,0.0,0.65625,6,16304,16304,0.65625,0,0.0,0.046875,0,0,0.046875
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,128,0.75,0.75,0.75,6.5234375,4.0,16.0,0.6171875,0.0,0.6171875,6,16304,16304,0.6171875,0,0.0,0.09375,0,0,0.0390625
