schema_version,method_id,budget_contract,trace_dimensions,corruption_cell,decoder_families_attempted_mean,decoder_invocations_mean,factor_or_replay_candidates_evaluated_mean,verified_reconstruction_rate,wrong_decoder_invocations_mean,time_to_verified_reconstruction_p50
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C4_CAPSULE_MISSING,6,16304,16304,0.640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,6,16304,16304,0.609375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,64,C6_WRONG_VALID_CAPSULE,6,16304,16304,0.671875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C0_CLEAN,6,16304,16304,0.6953125,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C1_SEMANTIC_ONLY,6,16304,16304,0.6484375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C2_CAPSULE_ONLY,6,16304,16304,0.6640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,6,16304,16304,0.65625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C4_CAPSULE_MISSING,6,16304,16304,0.65625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,6,16304,16304,0.65625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_SEMANTIC_CAPACITY,128,C6_WRONG_VALID_CAPSULE,6,16304,16304,0.703125,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C0_CLEAN,6,16304,16304,0.65625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C1_SEMANTIC_ONLY,6,16304,16304,0.65625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C2_CAPSULE_ONLY,6,16304,16304,0.609375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C3_SEMANTIC_AND_CAPSULE,6,16304,16304,0.578125,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C4_CAPSULE_MISSING,6,16304,16304,0.6171875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C5_SEMANTIC_PARTIAL_MASK,6,16304,16304,0.6640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,0,C6_WRONG_VALID_CAPSULE,6,16304,16304,0.671875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C0_CLEAN,6,16304,16304,0.6328125,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C1_SEMANTIC_ONLY,6,16304,16304,0.6640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C2_CAPSULE_ONLY,6,16304,16304,0.6484375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C3_SEMANTIC_AND_CAPSULE,6,16304,16304,0.6484375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C4_CAPSULE_MISSING,6,16304,16304,0.7109375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C5_SEMANTIC_PARTIAL_MASK,6,16304,16304,0.6484375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,64,C6_WRONG_VALID_CAPSULE,6,16304,16304,0.6484375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C0_CLEAN,6,16304,16304,0.7109375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C1_SEMANTIC_ONLY,6,16304,16304,0.6640625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C2_CAPSULE_ONLY,6,16304,16304,0.6171875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C3_SEMANTIC_AND_CAPSULE,6,16304,16304,0.671875,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C4_CAPSULE_MISSING,6,16304,16304,0.59375,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C5_SEMANTIC_PARTIAL_MASK,6,16304,16304,0.65625,0,0.0
first-order-trace-coactivation-dev-v1,B7_trace_free_decoder_portfolio,FIXED_TOTAL_CAPACITY,128,C6_WRONG_VALID_CAPSULE,6,16304,16304,0.6171875,0,0.0
